feature_1,feature_2,feature_3,feature_4,feature_5,cluster
91.74667345255524,0.3777591498165181,0.2689930340536018,16,12,2
152.908042732106,0.3493183841572373,0.5637532000728732,35,13,0
114.73803986598584,0.5627404997514642,0.2722442294936751,39,10,2
128.21207386423782,0.2179639026381721,0.5661013822914315,29,20,0
62.254776052362615,0.3452290528087766,0.4621159620416022,1,9,2
134.11625964910525,0.4972798281260543,0.3968622919050946,23,16,0
133.45148672669058,0.4619189862339579,0.4882814660629933,8,6,0
134.03207962497083,0.5245027970553675,0.3009360639437408,0,21,0
173.2497694217549,0.3943400944063123,0.5946022943910853,23,3,0
141.818435892418,0.6107490425207182,0.3903998085334949,37,16,0
103.14094806885431,0.8046989241462619,0.3523818923401246,47,0,2
112.44383445592098,0.2822722991734231,0.6800598401890164,26,1,0
143.7157435112718,0.5621653750078799,0.7474768383672346,25,18,0
67.22705659551238,0.2924476744416073,0.1322051176211078,25,0,2
140.0120058534801,0.7018017768348155,0.2628388949808359,6,11,0
140.4765443541791,0.4772417919651056,0.3439635586447943,24,27,0
85.24590732886091,0.5957949183009563,0.6704765355591732,15,18,2
75.4711557185824,0.328295885349855,0.7898439993503084,37,18,2
97.85140211090206,0.3013934315403641,0.7782801932692462,41,25,3
103.64529251311473,0.5416393964542682,0.7334638418849488,17,22,2
128.42361245014555,0.4489289164949689,0.3075893855448209,16,15,0
112.63218161547844,0.8583023616769692,0.7944078703901319,48,15,3
178.60486056710715,0.7357276776648756,0.2745940287395159,43,28,0
72.24537728976337,0.7240645338953831,0.1741343084175625,46,7,2
85.06521073138016,0.8326038178221533,0.7656668277387759,5,27,2
79.35714214619955,0.258395704809413,0.2633941788276674,19,24,2
138.3729990558478,0.5865347289456846,0.5828377855544253,47,25,3
90.39499230477384,0.6091332482690381,0.140849451286412,22,26,2
115.95729274275676,0.8733554649830604,0.6114963693892334,45,24,2
89.33107104019233,0.4045032687547842,0.7172041486336879,11,12,2
79.07635003746236,0.3685801459408128,0.2907058268261737,11,13,2
73.24501693971662,0.2702057595858484,0.3653398272542,33,18,2
138.75955073583282,0.2115007407140319,0.3620073283246413,7,14,0
76.58195416183366,0.8506705217545334,0.6241517802780933,26,14,2
83.58988340160641,0.668941582613637,0.2664650697773272,48,20,2
104.2470204793157,0.7496070384161964,0.2202971693333501,7,7,2
158.5191875817522,0.3972110740277643,0.4145041540814167,47,23,0
71.65215309516735,0.6104871163304286,0.3131278851641237,32,12,2
160.5533888998565,0.2447686862846868,0.6874323855810567,36,11,0
71.53180894727556,0.539939317154236,0.2664192782109471,18,21,2
177.1751358016075,0.8842465978211127,0.451672620242483,23,27,0
116.23814419772418,0.8135536717216136,0.7598085197885514,21,12,2
177.21133058284045,0.4367112662857919,0.5437983884212626,2,15,0
132.58146236940553,0.8730991081790489,0.7071025838237254,8,29,2
148.71162952779622,0.3621911385298432,0.7581467825483372,10,23,0
64.70253507051848,0.864523175690977,0.6255354033204464,5,11,2
93.93683550916916,0.858964393294549,0.589702542157326,38,13,2
74.42358734558027,0.7594418111466741,0.777575896622959,38,29,2
95.5368237026574,0.6413135558067538,0.7960805527533756,36,14,2
74.24732627450929,0.8120015766374629,0.4162751778688318,1,18,2
98.15798152727712,0.4051141991554577,0.1496088447289458,36,4,2
109.7115593417604,0.7942604887190428,0.3049558220083632,5,28,2
67.69769956185412,0.6325136843422667,0.2066482939814113,5,1,2
143.09665432440238,0.2092658004312296,0.3922404623572083,38,17,0
127.99217450478902,0.4430634625525537,0.1919025299312792,35,17,0
91.84673891273346,0.3036986026637155,0.5228824628146175,24,23,2
122.78976641600396,0.8872805728727773,0.3679656414104979,49,25,2
71.272861291013,0.5348592149279916,0.726770119001747,15,16,2
129.1135794667415,0.5481739558490639,0.7774562702589514,20,9,0
171.51554370914567,0.6476307614791065,0.4828194311685956,9,26,0
98.22827429415884,0.4580092242907322,0.2923764989073176,4,16,2
140.08924559564178,0.2958301901799192,0.5145612931332858,49,2,0
75.81574348852706,0.7754824132359719,0.727732810757087,24,15,2
145.95926449422785,0.3328935383319306,0.3847133420850238,30,17,0
94.72873115366411,0.5579232877825192,0.4864547936843796,2,20,2
81.98296344085402,0.3570219202823175,0.2901569373243021,19,6,2
130.38155217720998,0.2684911391458238,0.4188109046150189,3,0,0
62.412905542499225,0.8035340621951783,0.381199474765719,13,6,2
159.47280350608355,0.8810436423161911,0.2738894255580797,11,12,0
60.56345714310565,0.8725842606441001,0.4541064686777158,13,22,2
141.33798441554762,0.8345888494548253,0.317266578185868,36,15,0
92.40095678305978,0.7418331328890471,0.3611244047165233,17,10,2
148.2232826547114,0.4332016064200493,0.467479309577985,26,2,0
175.4626254140926,0.2567709729915977,0.6254165160502912,6,8,0
89.85037722239497,0.4850688199896651,0.3334552260538928,47,6,2
129.13888013014042,0.3625638995196599,0.7469111366345346,34,22,0
131.04503175262067,0.292741344330588,0.7036229827851317,21,21,0
128.6702286949048,0.2373990272507777,0.1340832071828699,20,2,0
86.7697959168742,0.7079160549474051,0.2775497669797759,42,21,2
174.3298813820382,0.2079992210375217,0.4122948588614413,17,0,0
113.65504543411528,0.7394065239519434,0.1732395221197318,37,10,2
161.56904069653535,0.3028626517802625,0.343933192323448,25,12,0
143.93751303810052,0.255665457810729,0.6180682679323778,21,3,0
95.69243410261603,0.2627221239670237,0.5763601367999781,36,9,2
157.65573836429726,0.6704334651477402,0.5356690999962035,4,25,0
107.58068890163815,0.3717570468969913,0.597369881905642,47,7,2
165.73238365333938,0.4943776266760689,0.2434465808717912,34,27,0
129.75274471630303,0.5901581539267418,0.3391886804053124,11,27,2
165.80824342258234,0.8023858216801556,0.573369737594224,34,16,0
143.1037908093319,0.7089309838979299,0.715464334121929,33,10,0
147.03051357835687,0.3892295336671002,0.4805746376796667,46,4,0
120.15892583120429,0.2920379595037893,0.2978897556618756,19,17,0
174.73003616678687,0.2387620242948385,0.1211646806041878,48,3,0
137.2788239075565,0.4111190441366597,0.5972357802819493,11,5,0
110.86260582698156,0.3834827044677747,0.1055188724559082,33,23,2
132.76718569535092,0.5192983967603357,0.3608753488746968,25,29,0
62.30318379712002,0.6782969348833763,0.4713760501939473,33,6,2
96.18897800094592,0.6869378119472,0.7454780232370352,31,27,2
139.22082449912222,0.3984631926075166,0.1626461815230301,45,11,0
94.80931286525328,0.4659488691300843,0.3841596253777987,6,2,2
134.161851479861,0.3268056732158321,0.1170192397971104,25,29,0
111.45224411349191,0.751981858614563,0.3398276890391132,24,28,2
76.25688770669403,0.2397936535032682,0.5355617411878565,45,7,2
95.7938791147237,0.6878980692074912,0.2953475637600189,38,19,2
128.3957892841518,0.7450867771587724,0.2468249647589445,16,20,2
130.90473134978075,0.7441852932941271,0.1809922633289655,23,9,2
128.91902986194947,0.3815957950417484,0.5039981708142393,26,23,0
138.38409838285605,0.461669196552793,0.5866890041332803,3,0,0
138.25239240020267,0.6113197446374723,0.5703699984170757,26,16,0
111.77021225207687,0.3909753316971269,0.7642027145043552,46,17,3
167.58559150212756,0.4595969594525221,0.1018922497254519,29,8,0
104.1074244057476,0.3379379961299477,0.5530376577258252,2,19,2
112.30379103187522,0.5218991186292052,0.5202745659683478,5,21,2
167.03080260188065,0.2312286108778798,0.5121177269792018,7,26,0
156.7432786855303,0.7598571191994326,0.7739392238881697,15,15,0
144.46663002484397,0.2538695128906429,0.1118101713590278,14,16,0
72.02722647747613,0.5631846041820683,0.5875377014910151,35,17,2
170.3379136493608,0.4147670696816373,0.6695750547913044,39,10,0
145.70895594589336,0.6042800641819628,0.4568650376351089,7,17,0
179.86164078814397,0.8716033385833977,0.3337754087177664,38,3,0
77.93379655895924,0.6518991711192027,0.6535881142591835,29,7,2
164.17512688418572,0.2247537050288436,0.1680700479426972,49,9,0
79.49915216116497,0.5012817076556428,0.4094249464109477,11,29,2
133.8671477140613,0.5570117966227752,0.4639666621995868,3,3,0
74.85839794193298,0.5753242462924164,0.5857694876541834,13,7,2
161.76098751866812,0.6769747574226865,0.1636200124226866,24,16,0
156.8782750470013,0.3943172684122362,0.2594316510765027,4,2,0
128.29208863375118,0.2902023958264241,0.3872110938830879,22,4,0
108.86199566711996,0.474872973582966,0.5363062711140915,29,29,2
68.30003945461657,0.8694840059571642,0.7208725468521923,38,26,2
143.69145277734765,0.3309916242255913,0.5331783177689636,11,4,0
114.42512192136826,0.8327887684497659,0.1934230296544541,14,6,2
146.64667193644175,0.5806641650541284,0.7864060929510978,18,0,0
163.9658791114355,0.519837995152036,0.710250014328845,25,17,0
177.06258060034628,0.8174289871609226,0.4519045328017268,44,23,0
162.69640108711332,0.5210227732380102,0.7456435872576431,3,22,0
61.40569010220024,0.7069173456280802,0.4789665556299951,37,21,2
103.19736773740368,0.4793177251921714,0.7463142475224143,7,5,2
147.59886749088696,0.8328310750306704,0.6809281580223403,29,23,0
80.59556127137286,0.6830175141338591,0.7778004872060081,14,27,2
122.52439274449551,0.6897354379753617,0.7438479675447109,11,19,2
66.52055860071043,0.4294042810899832,0.1252236721999986,9,14,2
83.999582987568,0.7297450499158225,0.222340402912658,11,27,2
62.22261533527367,0.6452427388129989,0.37239427397083,16,22,2
155.24372440289048,0.3680141913657967,0.7664998881067946,39,8,0
86.87096256724561,0.3123771757396795,0.3100202436331507,1,24,2
101.44220168362833,0.7574740321621323,0.2123273507213207,18,29,2
171.3697552158709,0.8714166221246558,0.720413266260592,28,28,0
144.5297282308239,0.5206971790820301,0.4124760908382421,0,2,0
63.820671543756944,0.6136889157265795,0.7355129160480283,21,26,2
79.76329877974953,0.8004058509354881,0.2121613264241003,24,17,2
134.57740817997163,0.5200564173476999,0.5627822580556697,9,28,0
129.26743063250012,0.8663121337829154,0.4081846269806443,8,15,2
88.54713856494104,0.6030258134314107,0.1535407383211998,18,16,2
172.10567975097524,0.7745369844909205,0.5875242012567504,11,8,0
133.67591471590754,0.8361906028889168,0.2731791288774076,28,27,2
124.275936362995,0.7708666731379981,0.1277308658056624,17,23,2
130.78919716254853,0.3115901244142691,0.1419610087747013,15,12,0
147.61464354201237,0.6402289073431903,0.1427549759467511,3,7,0
97.43339945755224,0.4789039810337739,0.7354130702395276,42,12,2
107.78652746593102,0.243899066416342,0.6179187424803707,24,0,0
85.18124987701466,0.4968225763228893,0.7286436500496146,21,20,2
82.34316070564034,0.3810788468225854,0.570807617907565,28,11,2
173.32468679807204,0.7943268158999575,0.4702579503216182,21,11,0
148.7460954059145,0.2233132385826873,0.3131124550431648,14,29,0
118.85505703410806,0.8712879053044316,0.7985735759300715,47,8,3
87.28975535679879,0.4487581939303507,0.3535323412575726,1,0,2
90.52277781244716,0.44969482328178,0.4294542644497366,12,20,2
66.96349923886507,0.2114299518785955,0.3647716224464232,11,13,2
112.12999506697447,0.3296626276653287,0.785668850534821,25,28,2
124.21286061133462,0.8306728279484857,0.6571076213870695,42,2,2
163.64218414748055,0.8874654804603083,0.7697988832076476,5,34,0
70.01486872625483,0.719571927147349,0.1224765744155473,20,19,2
109.30323444213916,0.6125449714708381,0.2585320794372128,57,57,1
89.07826580622469,0.2448742931340479,0.2368630956234329,59,29,2
82.00401731994371,0.5201920204869757,0.8756002067734675,54,18,3
94.21382747909722,0.4106548460396935,0.690183066322838,77,38,3
114.9228945155962,0.3025359620326761,0.5484961499462728,24,10,0
121.5797716499871,0.633260681889217,0.3240661891285581,58,18,3
140.04617542043638,0.3810428539317253,0.8013686428686186,79,25,3
124.49528687242832,0.9246749981215155,0.4417753618665679,36,17,2
159.07853505157874,0.9186719724564014,0.8811105936068976,80,49,1
96.57879246509728,0.3314064644039766,0.6854466239023398,58,37,1
184.1552667308229,0.1998021706696263,0.480228177168755,51,20,0
73.5603871157304,0.2736664588172016,0.1635890933744228,63,40,1
157.1607763231923,0.5496257536109974,0.9284391954209728,73,52,1
124.2496243077265,0.7557271011771366,0.193850285309684,83,46,1
142.62967769794773,0.2873749945679124,0.2323419126976963,88,23,3
88.25030201738039,0.3232302025395077,0.4380635796443338,82,18,3
95.75319358103424,0.8665046874427302,0.4137817151976324,55,15,2
174.09679392781976,0.4742638464407746,0.1820763326878647,78,51,1
195.87400484352167,0.6550165604397126,0.706387027425011,70,32,3
110.74514316070156,0.310299525315325,0.2198705601894673,27,37,1
160.00194003701083,0.1917705334832177,0.6295060798804964,23,30,0
183.93058979848496,0.5642713152716768,0.7288753555186688,53,40,1
186.29886625550017,0.5294268883448041,0.2396591528749886,69,50,1
81.05574747807113,0.2374044796838469,0.590858823296876,68,9,3
75.07712182027471,0.659625608566374,0.7240355377212527,23,4,2
92.07795454339396,0.5896091069325443,0.6243968395583,46,16,2
184.15852544582373,0.6887236122736698,0.5874145726519842,39,15,0
82.78508839829651,0.2300909861121938,0.3159340570899473,66,0,3
124.7439912506568,0.7763750354217195,0.7084458241173579,77,51,1
194.52563891956527,0.2998442258199304,0.9007775959999548,26,27,0
139.31148704649223,0.5674166419294298,0.4330052512353922,24,20,0
159.94402481356155,0.806766425399457,0.7539636351482647,17,41,1
111.0170320307882,0.1200973851926255,0.1005269356957237,87,54,1
159.2451205986059,0.3919262137535678,0.8017444422409693,1,23,0
178.5013373466585,0.8856301387601,0.2230250151399329,45,6,0
72.37747605474493,0.8602386468418626,0.4055871820009758,58,24,2
167.51876094284577,0.5845965333350893,0.3200729413328207,21,0,0
198.55194155784432,0.8799474467498617,0.1220932794254443,17,56,1
167.26153506937914,0.954825392218264,0.8641679026426186,56,48,1
106.45771896837267,0.8437662978664072,0.3831387597983643,33,53,1
172.6063126986935,0.8687038994528848,0.5276276946285255,43,50,1
83.41938085509346,0.1888690616383135,0.4947046393066925,75,16,3
128.22615840286767,0.686173899106892,0.1689450277486443,98,28,3
188.11741540210244,0.7331652893373877,0.2358086530004897,2,24,0
108.16983928857834,0.6492167313819667,0.118569928129089,96,54,1
107.41079401622534,0.8196537355624253,0.5071295299507587,90,1,3
86.9037143753761,0.1311140978844708,0.2853945966496883,83,9,3
72.51770452313862,0.7932148610994819,0.3713554479945127,26,21,2
158.2486192821858,0.7585557406655743,0.1472587958275131,26,0,0
97.51165508000769,0.3337285539685178,0.7587966556872564,52,12,3
104.5210657183894,0.331362368939932,0.1459254891099209,55,32,1
133.90451070644397,0.669072985687115,0.937137941341869,7,40,1
76.93713086522045,0.4107677154319734,0.2094450479945755,62,17,2
144.6352887139617,0.8169298102065587,0.5651646011911844,99,19,3
89.07471473775531,0.5015316088031115,0.0903608011301793,31,30,2
146.60971979742695,0.8044744733057547,0.7584046606902507,79,23,3
160.96858680272106,0.9914246052614566,0.2206453530364668,92,53,1
83.30347574761736,0.3702235055805101,0.5251135805673139,76,33,3
123.82727841654388,0.2287052454322894,0.7160697888431644,46,18,3
160.27202050460687,0.9111775927143464,0.1849383364255303,87,46,1
123.84330503849732,0.587403440998636,0.5459784567682745,70,22,3
76.49394966299133,0.977266333769574,0.2449554874959014,69,3,2
139.6665327690165,0.6729439600017075,0.7332764443854302,55,34,1
156.29330387857254,0.994521722149431,0.7006236742005924,92,49,1
136.93558456758012,0.5914637237286565,0.2088941308493747,98,24,3
192.79731827880573,0.5737833405149692,0.825769901900366,87,6,3
146.2521552652591,0.2218851127649529,0.0677975895647098,85,37,1
187.44224898742488,0.420134653885493,0.8242132976808036,74,58,1
87.87171153901087,0.1235967105667359,0.5530134300448445,15,57,1
88.10592514259861,0.2443556615676842,0.4128984248952642,14,33,2
174.9608675322381,0.7710734734367465,0.7328722379201029,56,12,3
121.69798880811936,0.1273597209359099,0.6952361015232229,87,37,3
91.49604562520126,0.4298887875193699,0.938593557327584,1,15,2
190.5761154514844,0.8761116275542397,0.3002765437516844,84,1,3
115.20956176691584,0.7234099457566189,0.0534143051684083,75,58,1
167.6055734077002,0.7218479278595517,0.890512347483399,76,6,3
164.3797380955587,0.2697731208597798,0.8221073940841044,90,15,3
184.8297918567553,0.497713852673581,0.7059657897673303,18,28,0
151.07738691722915,0.623419666609862,0.5150199046293845,62,3,3
167.62251642355383,0.9907765368973348,0.6862606207238848,45,32,1
115.35678445711952,0.2835156027098097,0.7524766011890685,65,21,3
105.09062592945338,0.3229596115861194,0.3873883491831734,52,44,1
186.4652083654887,0.3359557753956207,0.7432902727969618,28,29,0
125.65185468326834,0.7751551719681935,0.7255618872576578,87,46,1
195.4292061292901,0.5112777946921235,0.6018900903898338,38,55,1
156.24739471639825,0.1512364945699855,0.4116793315710536,20,3,0
150.82044362718585,0.5576646165492156,0.6775772173379069,97,2,3
84.91697648393877,0.2907641481793084,0.0528015720426729,51,28,2
193.43360363191923,0.8187438202841891,0.747406982052138,59,57,1
128.48857735239227,0.367598243356545,0.8567749422111622,94,20,3
145.19064987032715,0.1248454107590532,0.2653841366937541,64,43,1
123.05778435896656,0.634089204518159,0.1586904658783067,14,30,2
100.8135074315936,0.85945638603807,0.2482555890143548,97,29,3
187.439337673093,0.4429145116559928,0.3218870581610884,52,20,0
144.57833326739717,0.774872479653529,0.8447256577074508,44,52,1
70.37314251405067,0.5600273304674154,0.538849787214285,16,31,2
150.2288387706941,0.5868566244659698,0.3080404846457875,64,25,3
112.46383723037248,0.9634908889555772,0.1745192208136518,30,57,1
138.5175532934892,0.8235648023487822,0.3111300167940874,82,41,1
185.1724729104007,0.1290907599612165,0.6024839807671273,10,52,1
116.44506880032498,0.7384485261081656,0.3417246769077019,45,59,1
188.1095696195739,0.5185013334071554,0.4616241635218985,88,46,1
151.03681505293434,0.9527940472555898,0.4497053963149529,78,56,1
72.05676157005232,0.2992894608911395,0.7953218246583609,99,17,3
190.82684038668896,0.3403648177159292,0.4337133388126075,59,22,0
159.8165992772001,0.1733265683895358,0.361128939057952,97,54,1
199.65197055869243,0.4857569457974079,0.6574744443281947,42,13,0
92.40426608489273,0.1981168876171614,0.2493338501601758,64,30,3
87.8276474517541,0.6704080845507261,0.4705212415338983,5,23,2
191.23741019483128,0.8226669136363641,0.3332891185916147,90,50,1
160.58636099368704,0.7271204465081607,0.6141700419465511,76,36,1
78.58002245386812,0.7895902429681935,0.8396244272253313,55,21,3
168.21019683832063,0.4082087078591678,0.4529201001310656,42,7,0
168.00390449996203,0.8612663347249099,0.7560116769127307,20,3,0
189.99318962104283,0.4858918974994983,0.4612691305053953,88,23,3
162.4982186217013,0.8416088833710869,0.6406063985454182,68,12,3
86.15522505638141,0.6638465427618644,0.1686568775247519,18,49,1
72.58441739917343,0.2290807438032204,0.4396833562708833,92,13,3
73.40742829410351,0.1705482098694531,0.868380789789443,49,54,1
73.6798434427033,0.1164993786217065,0.5949311009278412,83,7,3
102.00743878839596,0.1600524978754208,0.7400971285133919,15,41,1
181.80363332877545,0.5127254323375886,0.5042305472863049,17,52,1
140.04803836441488,0.2020077304908314,0.4982500623452067,61,30,3
141.86685722914956,0.1250050139638029,0.8086098561735648,7,26,0
179.46401600674875,0.7793753332514206,0.1110262409068583,64,8,0
86.14253096558845,0.4553654324145755,0.5659450443947162,55,39,1
106.29387827144814,0.7722446460467726,0.8984863178896543,2,32,2
146.14870528957744,0.5071643440718064,0.5160740433550897,90,20,3
196.0474472815577,0.505078072300685,0.225019228575096,4,17,0
142.9339285032423,0.5302652560460479,0.8131454531991286,16,9,0
72.42414761848259,0.5266035339059747,0.2764752281202675,77,39,1
174.08224744848013,0.8228470079027527,0.6806534328342841,68,56,1
100.28665559933263,0.4621532678719623,0.5362348463572099,30,54,1
174.92367543044128,0.9142175443092608,0.9039526594521976,52,25,3
120.42188372834232,0.1333549431586322,0.6119030321624083,84,1,3
182.26044109272573,0.7964869084483768,0.8041801658429564,36,31,0
167.125813555834,0.2130772430239649,0.0571395885750707,98,56,1
142.31123041875446,0.6566622102208769,0.9404060505499742,59,35,3
87.73917933588905,0.1093278352017087,0.1199431132991478,31,52,1
77.78929963658751,0.5847645543187123,0.3399165622532926,35,43,1
85.77464924629585,0.1027161609576367,0.9015371559110888,32,27,2
75.79174421081902,0.956074406941184,0.0580451921341205,50,39,1
83.97423678379208,0.9148618303325002,0.7904570048797419,51,50,1
99.34221401902111,0.8163702477480425,0.8250904745301149,5,18,2
162.68856744974795,0.9237468879233088,0.4458477327877152,33,22,0
142.7632076670385,0.2310024080425573,0.280170674425338,0,1,0
71.63227742068506,0.2419570628834799,0.7724205676699687,9,34,2
79.35665635963328,0.2688685056121906,0.4800758039889989,31,2,2
195.74592290003537,0.660246312069929,0.1709047477901265,35,17,0
143.85306004959247,0.9152285464074716,0.8850640935425097,88,21,3
96.42812050592876,0.9909596605231664,0.8563729703059836,60,11,3
102.80234679414204,0.7400102128892343,0.4923906350152417,38,29,2
166.69736102976208,0.7586203682280658,0.821032246866013,11,53,1
95.40583254421144,0.9183638840898288,0.4267202231876887,44,59,1
145.5766605455235,0.4607863591340088,0.665118410149671,43,18,0
196.1025985814806,0.324865612202533,0.4081915754671301,7,11,0
180.08774419370457,0.2560871537084106,0.5051678157057293,62,43,1
101.1802086891862,0.2075113453003561,0.2205965325505345,56,19,2
134.1900628549349,0.8313495292295459,0.9184900316998224,96,3,3
150.59424338957936,0.2321131360755188,0.3147941194198292,93,19,3
177.76751694152324,0.3378677344542106,0.1431136005047611,52,0,0
90.38288130399096,0.8371802607701777,0.1798838602061432,24,29,2
72.41490628306323,0.379528526614789,0.0626830647731986,43,21,2
79.1028786834989,0.9841757043636484,0.6943511295161551,51,51,1
133.22486442181412,0.3399748319364717,0.5580484882167867,10,27,0
148.82283001493295,0.5802880104740903,0.765120516066277,94,49,1
143.95068682124258,0.3830203100672646,0.5063719309557227,49,32,1
111.25711321188088,0.9196955480564536,0.7626389355537384,18,22,2
198.52010007361835,0.429900979466111,0.6761877928446555,10,20,0
145.36687850195358,0.490233094545848,0.7500636291732578,61,35,3
119.41835244106156,0.5610634230505253,0.4158345820793776,39,17,2
141.6232684853266,0.944997829632742,0.632993569868733,6,58,1
166.89347601784527,0.1278541056440356,0.2118148679236769,7,5,0
157.000276148914,0.7451907972685202,0.3396379670491135,79,11,3
104.43954249616522,0.901917058863105,0.2053441581078132,12,5,2
78.6235284756974,0.1245585011657219,0.4177735025119361,0,9,2
118.11094572883384,0.5698461225272596,0.2672768731690389,3,46,1
151.86327591280337,0.3933908305930228,0.4162297947164221,51,10,0
97.32262128892914,0.8735403887790273,0.9277001081935808,15,29,2
167.8582219860458,0.6026648958302661,0.3382873932398281,67,32,1
78.64974257603494,0.7212050813464731,0.9342418504774056,81,38,3
103.84096281521032,0.5075681499563838,0.6226755132703852,59,42,1
174.61809328663492,0.6654781337692214,0.3875819165545198,66,23,3
95.1464567410326,0.3610871665186832,0.8217360491752369,15,58,1
153.12991451439223,0.1084137201698642,0.6076280654317164,61,40,1
138.20714018608538,0.6190803414883816,0.2768297721177554,64,31,1
190.2250361519156,0.3802997927192165,0.7635701101791988,19,18,0
104.22858016332442,0.5655408386510168,0.4396446578607467,44,40,1
78.5749417889231,0.924765267748508,0.3717600505973972,87,5,3
165.55857522752703,0.4838273096512564,0.3472492428725728,61,48,1
170.3831438406221,0.3226564329421468,0.6776319880518255,21,28,0
188.0160608254581,0.4341643851511489,0.2917851115156039,0,15,0
191.15636899558885,0.9386750049728864,0.777450212334842,63,40,1
71.81370448682762,0.9431815431781844,0.315759914959863,94,42,1
100.46707119578468,0.8598969537091419,0.5397092452268215,84,18,3
150.1811864102155,0.9281858628750944,0.4891293426246821,1,10,0
193.37212168939016,0.3051102609561852,0.8198207713358328,84,40,3
193.5228955021204,0.1787339885982318,0.8495477909558473,60,25,3
142.36491446537033,0.3045787626562198,0.21594599813099,76,4,3
189.0288254696157,0.3829389545026453,0.5768136130444259,22,49,1
153.40360716302388,0.2572892887206804,0.8583845414154234,14,18,0
120.701002838362,0.6463847457752144,0.4515054971309866,24,49,1
133.17878672259826,0.4722277735010451,0.8796814749354338,46,22,3
148.56036277959652,0.8347163606444927,0.3010918014112738,32,46,1
141.4412297961131,0.2666173584421276,0.5979480567744162,80,13,3
190.403585471839,0.7316888767806794,0.6642083387901339,70,21,3
189.4353466323688,0.316320062364225,0.2553851600154356,54,16,0
121.33382968006214,0.6167971799567737,0.0623907613019451,24,54,1
195.2241286972925,0.4140888374987099,0.4250515661336264,77,17,3
92.61423666846036,0.1512679595345494,0.8946337026710606,89,30,3
86.42283752715285,0.3059323038643383,0.3587252988473658,35,48,1
87.56029054607507,0.6976922998193141,0.7517698659343399,57,49,1
135.73608153799657,0.5475250840244782,0.2072626815446666,31,51,1
72.79822468564574,0.5671143856663109,0.3577575526722071,39,14,2
193.2361274582985,0.2572481350980302,0.180137948754287,14,30,0
177.5250112521952,0.6136442663916307,0.6950937327317384,93,10,3
71.9524674964759,0.997078082687389,0.6793768613271328,48,21,2
92.9055132247572,0.8351515979124597,0.6696475861540269,13,4,2
113.16826466768882,0.63493536144788,0.2780564310376697,19,7,2
87.0295898254192,0.9783901614978144,0.6731241094610679,15,54,1
175.23378997645568,0.9114063262023891,0.2545677868243546,97,59,1
114.81576484882817,0.636047140242381,0.4321842043382057,41,20,2
192.21397270333773,0.1291836927830114,0.3847299095009184,35,34,0
145.66184339312042,0.1842193862357327,0.3697771204581099,25,41,1
184.2481579735397,0.1588345435380037,0.1018893265171307,51,35,1
179.81547790098884,0.5065598338223278,0.6184819641793456,34,50,1
187.7010014321244,0.437891349851072,0.6865849424135295,22,56,1
129.78443455618492,0.977815030843258,0.6022298250525521,33,13,2
141.02508608264853,0.2511849638796534,0.6334814805468121,99,58,1
173.81846684976512,0.9755088327393896,0.2029466427955319,61,11,0
107.14345072543918,0.7907273819767118,0.1845021190449762,78,52,1
133.7329579405906,0.841814055662048,0.5127575391732945,7,45,1
147.8843399939642,0.6693542351001975,0.8377994537190852,32,2,0
72.01932582160865,0.7018594931860589,0.2155580973924998,3,21,2
147.15258306556285,0.5291941001690741,0.4665552068374338,67,17,3
126.37792536862958,0.111822721230765,0.4360391006269126,95,58,1
